name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Aracaju, SE, Brasil",2003-11-28,27.9,25.9,26.7,30.8,25.9,27.6,23.0,80.8,,0.0,0.0,,,,,13.0,90.0,,30.0,2.0,,,,,2003-11-28T04:55:19,2003-11-28T17:37:06,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-11-29,28.4,26.6,27.8,31.6,26.6,29.8,22.6,73.5,,0.0,0.0,,,,,14.8,90.0,,26.7,2.0,,,,,2003-11-29T04:55:30,2003-11-29T17:37:36,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-11-30,28.6,26.4,27.8,32.0,26.4,30.0,23.3,77.1,,0.0,0.0,,,,,13.0,90.0,,26.7,2.0,,,,,2003-11-30T04:55:43,2003-11-30T17:38:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-01,28.6,26.6,27.7,32.2,26.6,29.9,23.3,77.0,,0.0,0.0,,,,,18.4,90.0,,56.7,2.0,,,,,2003-12-01T04:55:56,2003-12-01T17:38:38,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-02,28.7,26.4,27.8,32.1,26.4,30.2,23.3,76.8,,0.0,0.0,,,,,18.4,90.0,,26.7,2.0,,,,,2003-12-02T04:56:10,2003-12-02T17:39:09,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-03,28.7,26.6,28.0,32.4,26.6,30.4,23.2,75.3,,0.0,0.0,,,,,20.5,78.5,,20.0,2.0,,,,,2003-12-03T04:56:25,2003-12-03T17:39:40,0.32,Clear,Partly cloudy throughout the day.,clear-day,83096099999
"Aracaju, SE, Brasil",2003-12-04,28.9,26.6,28.0,33.0,26.6,30.7,23.5,76.4,,0.0,0.0,,,,,20.5,77.4,,36.7,2.0,,,,,2003-12-04T04:56:41,2003-12-04T17:40:12,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-05,28.9,26.9,28.2,33.7,30.0,32.3,24.2,79.1,,0.0,0.0,,,,,18.4,90.0,,30.0,2.0,,,,,2003-12-05T04:56:58,2003-12-05T17:40:43,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-06,28.7,28.7,28.7,32.9,32.7,32.8,23.8,74.6,,0.0,0.0,,,,,20.5,90.0,,20.0,2.0,,,,,2003-12-06T04:57:16,2003-12-06T17:41:15,0.43,Clear,Partly cloudy throughout the day.,clear-day,83096099999
"Aracaju, SE, Brasil",2003-12-07,29.1,26.7,28.2,34.0,26.7,31.5,24.2,79.0,,0.0,0.0,,,,,18.4,90.0,,26.7,2.0,,,,,2003-12-07T04:57:35,2003-12-07T17:41:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-08,28.7,28.6,28.7,32.2,31.8,32.0,22.8,70.7,,0.0,0.0,,,,,14.8,90.0,,30.0,2.0,,,,,2003-12-08T04:57:55,2003-12-08T17:42:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-09,28.7,26.6,28.0,31.8,26.6,29.9,21.8,69.3,,0.0,0.0,,,,,14.8,90.0,,30.0,2.0,,,,,2003-12-09T04:58:16,2003-12-09T17:42:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-10,28.7,26.7,28.0,31.4,26.7,29.7,22.3,71.5,,0.0,0.0,,,,,14.8,90.0,,50.0,2.0,,,,,2003-12-10T04:58:37,2003-12-10T17:43:24,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-11,29.4,26.6,28.3,34.5,26.6,31.4,23.4,74.8,,0.0,0.0,,,,,18.4,90.0,,50.0,2.0,,,,,2003-12-11T04:59:00,2003-12-11T17:43:56,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-12,28.7,28.4,28.6,31.3,31.2,31.3,21.9,67.3,,0.0,0.0,,,,,9.4,90.0,,20.0,2.0,,,,,2003-12-12T04:59:23,2003-12-12T17:44:28,0.63,Clear,Partly cloudy throughout the day.,clear-day,83096099999
"Aracaju, SE, Brasil",2003-12-13,26.6,26.6,26.6,26.6,26.6,26.6,22.7,79.2,,0.0,0.0,,,,,9.4,90.0,,30.0,2.0,,,,,2003-12-13T04:59:47,2003-12-13T17:45:00,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-14,26.2,24.4,25.7,26.2,24.4,25.7,23.0,85.5,,0.0,0.0,,,,,7.6,106.2,,66.7,1.7,,,,,2003-12-14T05:00:12,2003-12-14T17:45:32,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-15,28.7,26.4,27.9,32.6,26.4,30.5,23.3,76.0,,0.0,0.0,,,,,18.4,90.0,,46.7,2.0,,,,,2003-12-15T05:00:37,2003-12-15T17:46:04,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-16,28.7,26.2,27.9,31.8,26.2,29.9,22.2,71.3,,0.0,0.0,,,,,13.0,105.3,,33.3,2.0,,,,,2003-12-16T05:01:03,2003-12-16T17:46:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-17,28.7,26.4,27.9,31.6,26.4,29.8,22.0,70.5,,0.0,0.0,,,,,13.0,90.0,,26.7,2.0,,,,,2003-12-17T05:01:30,2003-12-17T17:47:07,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-18,28.6,28.6,28.6,31.3,31.3,31.3,21.9,67.1,,0.0,0.0,,,,,11.2,90.0,,80.0,2.0,,,,,2003-12-18T05:01:57,2003-12-18T17:47:38,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-19,29.2,26.7,28.3,32.2,26.7,30.3,22.2,70.1,,0.0,0.0,,,,,11.2,90.0,,46.7,2.0,,,,,2003-12-19T05:02:25,2003-12-19T17:48:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-20,29.2,26.4,28.1,32.5,26.4,30.2,21.8,68.6,,0.0,0.0,,,,,14.8,118.2,,46.7,2.0,,,,,2003-12-20T05:02:54,2003-12-20T17:48:39,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-21,28.7,26.4,27.6,31.6,26.4,29.0,22.0,72.1,,0.0,0.0,,,,,14.8,90.0,,35.0,2.0,,,,,2003-12-21T05:03:23,2003-12-21T17:49:09,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-22,38.9,26.6,31.5,46.4,26.6,35.1,23.4,65.3,,0.0,0.0,,,,,14.8,90.0,,26.7,2.0,,,,,2003-12-22T05:03:52,2003-12-22T17:49:39,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-23,28.9,26.6,27.6,33.0,26.6,30.2,23.4,78.1,,0.0,0.0,,,,,18.4,90.0,,33.3,2.0,,,,,2003-12-23T05:04:22,2003-12-23T17:50:08,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-24,28.7,26.7,28.0,31.3,26.7,29.7,21.8,69.4,,0.0,0.0,,,,,11.2,90.0,,36.7,2.0,,,,,2003-12-24T05:04:53,2003-12-24T17:50:37,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-25,29.4,28.9,29.2,33.4,32.6,33.0,23.2,70.1,,0.0,0.0,,,,,13.0,90.0,,35.0,2.0,,,,,2003-12-25T05:05:24,2003-12-25T17:51:06,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-26,29.2,26.7,28.3,32.3,26.7,30.3,21.9,68.6,,0.0,0.0,,,,,13.0,90.0,,36.7,2.0,,,,,2003-12-26T05:05:55,2003-12-26T17:51:33,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-27,28.9,26.9,28.2,31.9,29.3,30.9,22.2,70.0,,0.0,0.0,,,,,14.8,90.0,,36.7,2.0,,,,,2003-12-27T05:06:27,2003-12-27T17:52:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-28,29.2,26.9,28.3,33.9,29.5,32.2,23.8,76.8,,0.0,0.0,,,,,16.6,90.0,,43.3,2.0,,,,,2003-12-28T05:06:58,2003-12-28T17:52:27,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-29,28.9,26.9,28.0,33.7,29.6,31.6,23.7,77.9,,0.0,0.0,,,,,18.4,90.0,,100.0,2.0,,,,,2003-12-29T05:07:31,2003-12-29T17:52:53,0.2,Overcast,Cloudy skies throughout the day.,cloudy,83096099999
"Aracaju, SE, Brasil",2003-12-30,29.6,26.9,28.5,34.3,29.4,32.4,23.6,74.9,,0.0,0.0,,,,,14.8,90.0,,66.7,2.0,,,,,2003-12-30T05:08:03,2003-12-30T17:53:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2003-12-31,29.4,26.7,28.3,32.7,26.7,30.4,22.3,70.2,,0.0,0.0,,,,,14.8,105.3,,56.7,2.0,,,,,2003-12-31T05:08:35,2003-12-31T17:53:44,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-01,28.7,26.2,27.3,32.7,26.2,29.5,23.4,79.5,,0.0,0.0,,,,,18.4,90.0,,80.0,2.0,,,,,2004-01-01T05:09:08,2004-01-01T17:54:08,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-02,29.2,27.1,28.4,34.0,30.1,32.2,23.7,76.0,,0.0,0.0,,,,,18.4,90.0,,33.3,2.0,,,,,2004-01-02T05:09:41,2004-01-02T17:54:31,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-03,29.4,29.2,29.3,34.8,34.0,34.4,24.5,75.2,,0.0,0.0,,,,,16.6,90.0,,45.0,2.0,,,,,2004-01-03T05:10:14,2004-01-03T17:54:54,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-04,28.4,26.7,27.6,32.6,26.7,29.7,23.5,78.6,,0.0,0.0,,,,,14.8,90.0,,55.0,2.0,,,,,2004-01-04T05:10:47,2004-01-04T17:55:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-05,29.4,26.6,28.2,31.9,26.6,29.8,21.1,65.4,,0.0,0.0,,,,,13.0,90.0,,16.7,2.0,,,,,2004-01-05T05:11:20,2004-01-05T17:55:36,0.43,Clear,Clear conditions throughout the day.,clear-day,83096099999
"Aracaju, SE, Brasil",2004-01-06,29.6,26.9,28.5,32.6,29.0,30.9,21.6,66.8,,0.0,0.0,,,,,11.2,105.1,,23.3,2.0,,,,,2004-01-06T05:11:53,2004-01-06T17:55:57,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-07,29.6,26.9,28.3,33.7,29.5,31.6,23.3,74.9,,0.0,0.0,,,,,9.4,140.0,,40.0,2.0,,,,,2004-01-07T05:12:26,2004-01-07T17:56:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-08,29.4,26.9,28.3,33.4,29.0,31.6,22.9,72.6,,0.0,0.0,,,,,9.4,90.0,,53.3,2.0,,,,,2004-01-08T05:12:59,2004-01-08T17:56:34,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-09,29.4,28.9,29.2,32.6,32.2,32.4,22.4,67.0,,0.0,0.0,,,,,13.0,90.0,,40.0,2.0,,,,,2004-01-09T05:13:32,2004-01-09T17:56:52,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-10,29.6,28.2,28.9,33.4,32.1,32.8,23.4,72.4,,0.0,0.0,,,,,13.0,90.0,,55.0,2.0,,,,,2004-01-10T05:14:04,2004-01-10T17:57:09,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-11,29.2,29.2,29.2,34.2,33.7,34.0,24.2,74.3,,0.0,0.0,,,,,14.8,90.0,,45.0,2.0,,,,,2004-01-11T05:14:37,2004-01-11T17:57:24,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-12,29.4,27.2,28.3,34.8,30.3,32.6,24.3,79.0,,0.0,0.0,,,,,9.4,75.6,,55.0,2.0,,,,,2004-01-12T05:15:09,2004-01-12T17:57:39,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-13,29.7,27.4,28.2,35.3,31.4,32.9,25.1,83.2,,0.0,0.0,,,,,18.4,74.9,,93.3,2.0,,,,,2004-01-13T05:15:41,2004-01-13T17:57:53,0.71,Overcast,Cloudy skies throughout the day.,cloudy,83096099999
"Aracaju, SE, Brasil",2004-01-14,26.4,22.4,24.0,26.4,22.4,24.0,23.2,95.3,,0.0,0.0,,,,,7.6,18.0,,100.0,2.0,,,,,2004-01-14T05:16:13,2004-01-14T17:58:06,0.75,Overcast,Cloudy skies throughout the day.,cloudy,83096099999
"Aracaju, SE, Brasil",2004-01-15,28.4,27.2,27.7,33.7,31.0,32.1,25.1,85.5,,0.0,0.0,,,,,14.8,62.4,,70.0,2.0,,,,,2004-01-15T05:16:44,2004-01-15T17:58:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-16,27.9,25.7,26.9,32.5,25.7,29.7,25.0,89.6,,0.0,0.0,,,,,9.4,64.0,,100.0,2.0,,,,,2004-01-16T05:17:15,2004-01-16T17:58:28,0.82,Overcast,Cloudy skies throughout the day.,cloudy,83096099999
"Aracaju, SE, Brasil",2004-01-17,28.7,24.1,26.4,33.8,24.1,29.0,23.7,85.1,,0.0,0.0,,,,,7.6,29.5,,90.0,1.5,,,,,2004-01-17T05:17:46,2004-01-17T17:58:38,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-18,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,2004-01-18T05:18:17,2004-01-18T17:58:47,0.89,,,,
"Aracaju, SE, Brasil",2004-01-19,24.9,24.2,24.7,24.9,24.2,24.7,23.0,90.3,,0.0,0.0,,,,,7.6,234.9,,86.7,1.3,,,,,2004-01-19T05:18:47,2004-01-19T17:58:55,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-20,25.2,24.1,24.5,25.2,24.1,24.5,23.4,93.4,,0.0,0.0,,,,,5.4,333.4,,86.7,1.3,,,,,2004-01-20T05:19:17,2004-01-20T17:59:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-21,28.7,25.9,27.0,32.9,25.9,28.4,23.5,81.2,,0.0,0.0,,,,,9.4,68.0,,60.0,2.0,,,,,2004-01-21T05:19:46,2004-01-21T17:59:07,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-22,27.2,27.2,27.2,29.9,29.9,29.9,23.1,78.3,,0.0,0.0,,,,,14.8,90.0,,50.0,2.0,,,,,2004-01-22T05:20:15,2004-01-22T17:59:12,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-23,28.7,26.7,27.8,32.8,26.7,30.7,23.8,78.8,,0.0,0.0,,,,,9.4,101.2,1009.1,57.5,4.3,,,,,2004-01-23T05:20:43,2004-01-23T17:59:15,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83095099999,83096099999"
"Aracaju, SE, Brasil",2004-01-24,28.2,26.9,27.6,32.7,29.9,31.3,24.5,83.3,,0.0,0.0,,,,,9.4,90.0,,60.0,2.0,,,,,2004-01-24T05:21:11,2004-01-24T17:59:18,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-25,29.4,26.9,28.5,33.5,29.3,32.0,23.2,73.0,,0.0,0.0,,,,,9.4,90.0,,33.3,2.0,,,,,2004-01-25T05:21:38,2004-01-25T17:59:19,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-26,29.2,26.4,27.3,33.7,26.4,28.8,23.1,77.8,,0.0,0.0,,,,,11.2,104.1,,46.7,2.0,,,,,2004-01-26T05:22:05,2004-01-26T17:59:20,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
"Aracaju, SE, Brasil",2004-01-27,27.4,23.2,25.8,30.8,23.2,26.9,23.7,88.5,,0.0,0.0,,,,,11.2,127.5,,86.7,2.0,,,,,2004-01-27T05:22:31,2004-01-27T17:59:19,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,83096099999
